river_name,river_length_km,source_lat,source_lon,mouth_lat,mouth_lon,countries_passed,continent,main_country,length_category
Cheyenne,623.2925083883467,5349902.015392111,-11695406.16207209,5544847.377719549,-11267929.533486312,United States of America,North America,United States of America,Medium
Congaree,49.40970020566173,3925221.073399085,-8922817.045848075,3948948.0883617117,-8961925.626720004,United States of America,North America,United States of America,Short
Congaree,111.73318181617074,4004412.3555118777,-9022442.011033816,4005505.4979095305,-9023162.21770031,United States of America,North America,United States of America,Short
Flathead,61.948768069744645,6028191.685682139,-12702271.388418006,6088916.0127359275,-12704342.322304351,United States of America,North America,United States of America,Short
Flathead,428.84276722146615,6309146.593518569,-12765437.589712387,6028010.463806998,-12702309.437072083,"Canada, United States of America",North America,United States of America,Short
Saint Johns,40.85265933111441,3381705.8139596917,-9078686.075046673,3418877.9339186284,-9091519.342515554,United States of America,North America,United States of America,Short
Saint Johns,422.68399660523795,3258584.527747727,-9025934.333926154,3532957.231445294,-9060845.801429711,United States of America,North America,United States of America,Short
Coatzacoalcos,23.877928827991038,2040095.0296650147,-10509750.310205506,2018929.327169274,-10517237.741776206,Mexico,North America,Mexico,Short
Coatzacoalcos,148.9758607305223,1929490.4919494893,-10567345.10143822,2042403.2913070722,-10509636.164243286,Mexico,North America,Mexico,Short
Bear,9.987952118094467,5054340.738984158,-12496338.48373348,5053148.306563364,-12489063.037521224,United States of America,North America,United States of America,Short
Bear,601.220403891223,4959656.237882232,-12339015.452396788,5054250.397967159,-12496384.68567057,United States of America,North America,United States of America,Medium
San Juan,24.512411881366265,2992654.3605157793,-11023032.089263117,3003750.537220479,-11009035.620083783,Mexico,North America,Mexico,Short
San Juan,266.75005256180634,2886800.0208150465,-11161925.983220184,3025199.5948540936,-11003806.647908835,"Mexico, United States of America",North America,Mexico,Short
Anderson,17.75324340635579,10089917.006987162,-13868440.89387376,10107534.067889152,-13867679.92079214,Canada,North America,Canada,Short
Anderson,1769.2738404137135,10111525.280890536,-13939021.147191672,10107534.067889152,-13867679.92079214,Canada,North America,Canada,Medium
Saguenay,72.13920569047089,6171000.258989551,-7987151.722329319,6186011.475694568,-8056359.506339374,Canada,North America,Canada,Short
Saguenay,536.1582037271784,6537648.168535629,-8131160.442499067,6171266.473087813,-7987037.576367077,Canada,North America,Canada,Medium
Cooper,18.101700164023182,3904146.532720597,-8905260.309751255,3917155.7216568138,-8917800.059031531,United States of America,North America,United States of America,Short
Cooper,66.91760383864015,3916987.3492219327,-8917691.348591277,3904146.532720597,-8905260.309751255,United States of America,North America,United States of America,Short
Cumberland,86.36692693046993,4357510.249758334,-9784956.063118689,4414483.608067475,-9819297.691186655,United States of America,North America,United States of America,Short
Cumberland,958.2570412468514,4420686.9409994865,-9218672.50892801,4414483.608067475,-9819297.691186655,United States of America,North America,United States of America,Medium
Sabine,134.95178276280677,3740449.2995750695,-10471552.179270485,3636115.019560072,-10415906.022678848,United States of America,North America,United States of America,Short
Sabine,513.2757674699935,3887227.5391375744,-10724765.972171089,3636146.635528668,-10415775.570150584,United States of America,North America,United States of America,Medium
South Platte,882.6804691007356,4729075.890119625,-11802779.463885097,4983684.672744646,-11164899.21376039,United States of America,North America,United States of America,Medium
Monongahela,373.3971150519933,4630333.496557843,-8910723.009372713,4902493.245260581,-8906135.428795084,United States of America,North America,United States of America,Short
Tombigbee,668.1349098086994,4099555.778594521,-9827641.217474137,3630115.799151792,-9789945.872325141,United States of America,North America,United States of America,Medium
Moctezuma,434.77514303345214,2214022.1430240446,-11076933.443289053,2493108.9096356393,-10974976.639160411,Mexico,North America,Mexico,Short
Atengo,276.50503198694594,2584249.304765691,-11464342.12136789,2400972.0296047945,-11586038.023680905,Mexico,North America,Mexico,Short
Verde,88.64431672306132,2980688.5963306623,-11839795.368782662,3045533.125122303,-11891731.781601505,Mexico,North America,Mexico,Short
Bavispe,192.43999305534547,3438086.477871907,-12081871.777081951,3588934.4091059207,-12157175.499027759,Mexico,North America,Mexico,Short
Motagua,402.1538340900548,1669913.8805968317,-10141553.48467594,1761427.3104903575,-9820776.153173743,"Guatemala, Honduras",North America,Guatemala,Short
Kankakee,229.48315021837513,5048380.069076477,-9598805.74079461,4998305.920405738,-9778830.229811864,United States of America,North America,United States of America,Short
Assiniboine,1115.3276787344985,6826205.923761551,-11491372.97233055,6392346.762029117,-10810166.176253041,Canada,North America,Canada,Medium
James,1061.1812927381945,5990207.076368461,-11107761.006376658,5265556.452098214,-10829299.213733144,United States of America,North America,United States of America,Medium
Grand,386.953509576286,5166731.687291763,-9369953.957549052,5293743.015158666,-9602594.299636554,United States of America,North America,United States of America,Short
Salmon,781.8990322484958,5425017.545111802,-12785521.843544481,5728285.396829202,-12999776.532428455,United States of America,North America,United States of America,Medium
Pelly,1024.8723805545167,8872412.500589421,-14561306.884665683,9006312.507588439,-15286046.776532382,Canada,North America,Canada,Medium
Kobuk,1196.9625299609704,10201538.583896458,-17153107.821029894,10064816.567919014,-18019788.21694105,United States of America,North America,United States of America,Medium
New,427.3588133603835,4318847.4546027,-9072266.723551223,4574011.745548809,-9034680.08884247,United States of America,North America,United States of America,Short
Marais des Cygnes,305.93661966704946,4660955.095345735,-10706456.416275727,4557770.244154616,-10491247.793278746,United States of America,North America,United States of America,Short
Des Moines,894.916834356635,5462871.134066283,-10681308.973690009,4893551.3517019525,-10179265.136390986,United States of America,North America,United States of America,Medium
John Day,467.2209540253201,5476317.097805102,-13194930.796964407,5555371.254730617,-13368720.74223459,United States of America,North America,United States of America,Short
Babine,170.64968238050642,7388581.767803974,-14096528.986276753,7466152.850763564,-14214080.303056087,Canada,North America,Canada,Short
Thompson,333.3070775854508,6573039.134970084,-13306538.370424274,6455129.837586264,-13535066.740110176,Canada,North America,Canada,Short
Namekagon,156.4339379304228,5785424.0317169875,-10145760.578712745,5765527.694516972,-10261211.06623468,United States of America,North America,United States of America,Short
St. Croix,385.2354077324295,5804043.228655989,-10182395.997069526,5553368.47905183,-10332661.003074408,United States of America,North America,United States of America,Short
Ekwan,781.4005551306598,6842458.516541167,-9670527.453734903,6988559.667443297,-9156392.297721524,Canada,North America,Canada,Medium
Black,399.10217000466133,4509080.020199383,-10132837.625130674,4226843.822170588,-10167073.260519445,United States of America,North America,United States of America,Short
Scioto,397.71635221648603,4928483.877122098,-9342531.74900158,4655222.284993239,-9239816.689552328,United States of America,North America,United States of America,Short
Suwannee,382.7115634646731,3393628.734725849,-9257066.318655483,3631879.224456271,-9208431.985458558,United States of America,North America,United States of America,Short
Fraser,207.88494044164372,7691578.581545339,-7124104.972882794,7647210.158572972,-6928850.151189594,Canada,North America,Canada,Short
Broad,281.60025997405694,4173593.254236237,-9170839.915227799,4005505.4979095305,-9023162.21770031,United States of America,North America,United States of America,Short
Cowpasture,66.55842055796161,4553142.894023397,-8867276.88193567,4608917.19295844,-8836799.91001781,United States of America,North America,United States of America,Short
